date,observatory,xrsa,xrsb,xrsa_corr,xrsb_corr,T_cor,EM_cor,T_phot,EM_phot,EM_cor_norm,EM_phot_norm,month,day,GOES_missing,FAI_alert,FAI_true,delta_min,group_id,duration_from_start
2024-08-21 05:40:00,GOES-18,8.805045e-07,8.097792e-06,3.742035801224121e-07,2.6470561351743527e-06,11.706441649243583,1.1868240458830556e+48,10.68843797417646,3.0307262614429106e+48,0.1186824045883055,0.3030726261442911,8,2024-08-21,False,True,True,1.0,3345,6.0
2024-08-21 05:41:00,GOES-18,9.3351713e-07,8.619125e-06,3.5965911138191586e-07,2.5642830223659985e-06,11.66459396056356,1.1541837499685838e+48,10.643252066112565,2.9553890739778285e+48,0.1154183749968583,0.2955389073977829,8,2024-08-21,False,True,True,1.0,3345,7.0
2024-08-21 05:42:00,GOES-18,8.5686145e-07,8.679809e-06,3.029509230145777e-07,2.3841475922381505e-06,11.148644024061753,1.129399258832278e+48,10.097067885781426,2.9882792606778724e+48,0.1129399258832278,0.2988279260677872,8,2024-08-21,False,True,True,1.0,3345,8.0
2024-08-21 06:00:00,GOES-18,1.3346764e-06,9.833299e-06,1.0405203738628188e-06,3.734731762961019e-06,15.981372269460442,1.295475276271909e+48,15.681373207327155,2.5962208878424264e+48,0.1295475276271908,0.2596220887842426,8,2024-08-21,False,True,True,1.0,3348,2.0
2024-08-21 06:01:00,GOES-18,1.4408594e-06,1.0781827e-05,1.1369794492566143e-06,4.634765446098754e-06,15.02243383357106,1.6746702490467003e+48,14.513147310902951,3.5147597587396624e+48,0.16746702490467,0.3514759758739663,8,2024-08-21,False,True,True,1.0,3348,3.0
2024-08-21 06:02:00,GOES-18,1.327249e-06,1.1155884e-05,1.0100899316967116e-06,4.997056748834439e-06,13.743741185703534,1.927847926507981e+48,12.99561304885259,4.335529487826725e+48,0.1927847926507981,0.4335529487826725,8,2024-08-21,False,True,True,1.0,3348,4.0
2024-08-21 06:03:00,GOES-18,1.1023395e-06,1.0921433e-05,6.873142979202385e-07,4.40884241470485e-06,12.235905701140616,1.8875714600164746e+48,11.26931106765499,4.658157973162432e+48,0.1887571460016474,0.4658157973162432,8,2024-08-21,False,True,True,1.0,3348,5.0
2024-08-21 07:01:00,GOES-18,1.509328e-07,4.1266003e-06,8.438554033318726e-08,5.19629793416243e-07,12.462522492893086,2.184704005889924e+47,11.522421474921106,5.3144199932085496e+47,0.0218470400588992,0.0531441999320855,8,2024-08-21,False,True,True,1.0,3351,2.0
2024-08-21 07:02:00,GOES-18,1.4952317e-07,4.1382646e-06,6.7794886149386e-08,4.600701686285902e-07,11.928885121966298,2.0218373962112544e+47,10.930575919988918,5.08895452354614e+47,0.0202183739621125,0.0508895452354614,8,2024-08-21,False,True,True,1.0,3351,3.0
2024-08-21 07:03:00,GOES-18,1.481812e-07,4.1106573e-06,4.9635588084129294e-08,3.416516847210005e-07,11.852485031029271,1.5116326338195386e+47,10.847063343885004,3.8236949880315496e+47,0.0151163263381953,0.0382369498803155,8,2024-08-21,False,True,True,1.0,3351,4.0
