Flare_ID,StartTime,PeakTime,EndTime,Class,ClassLetter,ClassNumber,ClassGroup,Observatory,StartPeak,PeakEnd,StartEnd,day,FAIalerts_W,FAIalerts_WStart,FAIalerts_WPeak,FAIalerts_StartPeak,FAIalerts_PeakEnd,FAIalerts_startEnd,AnticipationStart,AnticipationPeak,Peak_to_lastFAI,Time_since_prev_flare_end,Time_since_prev_flare_peak,RelAnticipation_Peak,RelAnticipation_Start
Flare_20040717_570,2004-07-17 20:54:00,2004-07-17 21:03:00,2004-07-17 21:10:00,C5.7,C,5.7,C5-9.9,GOES,9.0,7.0,16.0,2004-07-17,0,0,0,0,0,0,,,,12.0,18.0,,
Flare_20040717_571,2004-07-17 21:24:00,2004-07-17 21:31:00,2004-07-17 21:38:00,M2.0,M,2.0,M1-4.9,GOES,7.0,7.0,14.0,2004-07-17,0,0,0,0,0,0,,,,21.0,28.0,,
Flare_20040717_572,2004-07-17 22:28:00,2004-07-17 22:39:00,2004-07-17 22:46:00,C5.7,C,5.7,C5-9.9,GOES,11.0,7.0,18.0,2004-07-17,3,0,3,3,0,3,,11.0,9.0,61.0,68.0,1.0,
Flare_20040813_574,2004-08-13 00:56:00,2004-08-13 01:02:00,2004-08-13 01:08:00,C2.2,C,2.2,C1-4.9,GOES,6.0,6.0,12.0,2004-08-13,4,2,4,2,0,2,20.0,26.0,1.0,,,4.333333333333333,3.3333333333333335
Flare_20040813_575,2004-08-13 02:52:00,2004-08-13 02:55:00,2004-08-13 02:58:00,C1.9,C,1.9,C1-4.9,GOES,3.0,3.0,6.0,2004-08-13,11,10,11,1,0,1,23.0,26.0,1.0,107.0,113.0,8.666666666666666,7.666666666666667
Flare_20040813_576,2004-08-13 06:36:00,2004-08-13 07:29:00,2004-08-13 07:38:00,M1.2,M,1.2,M1-4.9,GOES,53.0,9.0,62.0,2004-08-13,7,5,7,2,0,2,8.0,61.0,39.0,,,1.150943396226415,0.1509433962264151
Flare_20040813_577,2004-08-13 09:36:00,2004-08-13 09:43:00,2004-08-13 09:57:00,C2.4,C,2.4,C1-4.9,GOES,7.0,14.0,21.0,2004-08-13,0,0,0,0,0,0,,,,125.0,134.0,,
Flare_20040813_578,2004-08-13 12:02:00,2004-08-13 12:09:00,2004-08-13 12:12:00,M1.1,M,1.1,M1-4.9,GOES,7.0,3.0,10.0,2004-08-13,0,0,0,0,0,0,,,,132.0,146.0,,
Flare_20040813_579,2004-08-13 15:10:00,2004-08-13 15:16:00,2004-08-13 15:21:00,C8.6,C,8.6,C5-9.9,GOES,6.0,5.0,11.0,2004-08-13,2,0,2,2,0,2,,6.0,5.0,,,1.0,
Flare_20040813_580,2004-08-13 16:55:00,2004-08-13 16:58:00,2004-08-13 17:03:00,C2.3,C,2.3,C1-4.9,GOES,3.0,5.0,8.0,2004-08-13,9,7,9,2,0,2,7.0,10.0,2.0,97.0,102.0,3.3333333333333335,2.3333333333333335
Flare_20040813_581,2004-08-13 18:07:00,2004-08-13 18:12:00,2004-08-13 18:15:00,X1.0,X,1.0,X1-4.9,GOES,5.0,3.0,8.0,2004-08-13,0,0,0,0,0,0,,,,69.0,74.0,,
Flare_20040813_582,2004-08-13 23:04:00,2004-08-13 23:07:00,2004-08-13 23:10:00,C3.5,C,3.5,C1-4.9,GOES,3.0,3.0,6.0,2004-08-13,4,4,4,0,0,0,29.0,32.0,29.0,,,10.666666666666666,9.666666666666666
Flare_20040813_583,2004-08-13 23:14:00,2004-08-13 23:43:00,2004-08-13 23:46:00,M3.0,M,3.0,M1-4.9,GOES,29.0,3.0,32.0,2004-08-13,0,0,0,0,0,0,,,,33.0,36.0,,
Flare_20040813_584,2004-08-13 23:46:00,2004-08-13 23:50:00,2004-08-13 23:54:00,M2.8,M,2.8,M1-4.9,GOES,4.0,4.0,8.0,2004-08-13,0,0,0,0,0,0,,,,4.0,7.0,,
Flare_20040818_585,2004-08-18 01:06:00,2004-08-18 01:10:00,2004-08-18 01:15:00,C6.1,C,6.1,C5-9.9,GOES,4.0,5.0,9.0,2004-08-18,4,1,4,3,0,3,20.0,24.0,2.0,,,6.0,5.0
Flare_20040818_586,2004-08-18 02:17:00,2004-08-18 02:23:00,2004-08-18 02:28:00,C3.3,C,3.3,C1-4.9,GOES,6.0,5.0,11.0,2004-08-18,0,0,0,0,0,0,,,,68.0,73.0,,
Flare_20040818_587,2004-08-18 02:38:00,2004-08-18 02:42:00,2004-08-18 02:47:00,C1.8,C,1.8,C1-4.9,GOES,4.0,5.0,9.0,2004-08-18,0,0,0,0,0,0,,,,14.0,19.0,,
Flare_20040818_588,2004-08-18 02:55:00,2004-08-18 03:19:00,2004-08-18 03:25:00,C2.5,C,2.5,C1-4.9,GOES,24.0,6.0,30.0,2004-08-18,2,0,2,2,0,2,,3.0,2.0,32.0,37.0,0.125,
Flare_20040818_589,2004-08-18 04:14:00,2004-08-18 04:17:00,2004-08-18 04:20:00,C1.6,C,1.6,C1-4.9,GOES,3.0,3.0,6.0,2004-08-18,1,1,1,0,0,0,16.0,19.0,19.0,52.0,58.0,6.333333333333333,5.333333333333333
Flare_20040818_590,2004-08-18 05:06:00,2004-08-18 05:10:00,2004-08-18 05:14:00,C3.0,C,3.0,C1-4.9,GOES,4.0,4.0,8.0,2004-08-18,7,4,7,3,0,3,30.0,34.0,2.0,50.0,53.0,8.5,7.5
Flare_20040818_591,2004-08-18 07:14:00,2004-08-18 07:26:00,2004-08-18 07:35:00,C4.1,C,4.1,C1-4.9,GOES,12.0,9.0,21.0,2004-08-18,0,0,0,0,0,0,,,,132.0,136.0,,
Flare_20040818_592,2004-08-18 10:40:00,2004-08-18 10:44:00,2004-08-18 10:48:00,C3.2,C,3.2,C1-4.9,GOES,4.0,4.0,8.0,2004-08-18,6,3,6,3,0,3,20.0,24.0,1.0,,,6.0,5.0
Flare_20040818_593,2004-08-18 13:12:00,2004-08-18 13:15:00,2004-08-18 13:22:00,C1.4,C,1.4,C1-4.9,GOES,3.0,7.0,10.0,2004-08-18,4,4,4,0,0,0,23.0,26.0,4.0,147.0,151.0,8.666666666666666,7.666666666666667
Flare_20040818_594,2004-08-18 13:48:00,2004-08-18 13:56:00,2004-08-18 14:03:00,C4.0,C,4.0,C1-4.9,GOES,8.0,7.0,15.0,2004-08-18,0,0,0,0,0,0,,,,34.0,41.0,,
Flare_20040818_595,2004-08-18 16:21:00,2004-08-18 16:46:00,2004-08-18 17:01:00,C7.2,C,7.2,C5-9.9,GOES,25.0,15.0,40.0,2004-08-18,10,10,10,0,0,0,12.0,37.0,28.0,163.0,170.0,1.48,0.48
Flare_20040818_596,2004-08-18 17:29:00,2004-08-18 17:40:00,2004-08-18 17:54:00,X1.8,X,1.8,X1-4.9,GOES,11.0,14.0,25.0,2004-08-18,0,0,0,0,0,0,,,,39.0,54.0,,
Flare_20040818_597,2004-08-18 22:53:00,2004-08-18 22:58:00,2004-08-18 23:02:00,C2.3,C,2.3,C1-4.9,GOES,5.0,4.0,9.0,2004-08-18,2,2,2,0,0,0,23.0,28.0,27.0,,,5.6,4.6
Flare_20041030_599,2004-10-30 00:39:00,2004-10-30 00:49:00,2004-10-30 00:53:00,C9.7,C,9.7,C5-9.9,GOES,10.0,4.0,14.0,2004-10-30,1,0,1,1,0,1,,6.0,6.0,,,0.6,
Flare_20041030_600,2004-10-30 02:09:00,2004-10-30 02:16:00,2004-10-30 02:22:00,C1.6,C,1.6,C1-4.9,GOES,7.0,6.0,13.0,2004-10-30,0,0,0,0,0,0,,,,83.0,87.0,,
Flare_20041030_601,2004-10-30 03:23:00,2004-10-30 03:33:00,2004-10-30 03:37:00,M3.3,M,3.3,M1-4.9,GOES,10.0,4.0,14.0,2004-10-30,3,0,3,3,0,3,,6.0,4.0,71.0,77.0,0.6,
Flare_20041030_602,2004-10-30 04:11:00,2004-10-30 04:16:00,2004-10-30 04:21:00,C1.2,C,1.2,C1-4.9,GOES,5.0,5.0,10.0,2004-10-30,0,0,0,0,0,0,,,,39.0,43.0,,
Flare_20041030_603,2004-10-30 04:51:00,2004-10-30 04:56:00,2004-10-30 05:03:00,B9.2,B,9.2,B5-9.9,GOES,5.0,7.0,12.0,2004-10-30,0,0,0,0,0,0,,,,35.0,40.0,,
Flare_20041030_604,2004-10-30 05:50:00,2004-10-30 05:55:00,2004-10-30 05:59:00,C1.1,C,1.1,C1-4.9,GOES,5.0,4.0,9.0,2004-10-30,2,2,2,0,0,0,17.0,22.0,21.0,52.0,59.0,4.4,3.4
Flare_20041030_605,2004-10-30 06:08:00,2004-10-30 06:18:00,2004-10-30 06:22:00,M4.2,M,4.2,M1-4.9,GOES,10.0,4.0,14.0,2004-10-30,0,0,0,0,0,0,,,,19.0,23.0,,
Flare_20041030_606,2004-10-30 06:55:00,2004-10-30 07:01:00,2004-10-30 07:05:00,C5.5,C,5.5,C5-9.9,GOES,6.0,4.0,10.0,2004-10-30,2,2,2,0,0,0,8.0,14.0,13.0,39.0,43.0,2.3333333333333335,1.3333333333333333
Flare_20041030_607,2004-10-30 08:53:00,2004-10-30 08:58:00,2004-10-30 09:01:00,C1.6,C,1.6,C1-4.9,GOES,5.0,3.0,8.0,2004-10-30,2,2,2,0,0,0,28.0,33.0,32.0,113.0,117.0,6.6,5.6
Flare_20041030_608,2004-10-30 09:09:00,2004-10-30 09:28:00,2004-10-30 09:30:00,M3.7,M,3.7,M1-4.9,GOES,19.0,2.0,21.0,2004-10-30,0,0,0,0,0,0,,,,27.0,30.0,,
Flare_20041030_609,2004-10-30 10:20:00,2004-10-30 10:35:00,2004-10-30 10:41:00,C7.2,C,7.2,C5-9.9,GOES,15.0,6.0,21.0,2004-10-30,5,0,5,5,0,5,,11.0,7.0,65.0,67.0,0.7333333333333333,
Flare_20041030_610,2004-10-30 11:17:00,2004-10-30 11:22:00,2004-10-30 11:27:00,C1.0,C,1.0,C1-4.9,GOES,5.0,5.0,10.0,2004-10-30,0,0,0,0,0,0,,,,41.0,47.0,,
Flare_20041030_611,2004-10-30 11:38:00,2004-10-30 11:46:00,2004-10-30 11:50:00,X1.2,X,1.2,X1-4.9,GOES,8.0,4.0,12.0,2004-10-30,1,0,1,1,0,1,,5.0,5.0,19.0,24.0,0.625,
Flare_20041030_612,2004-10-30 12:45:00,2004-10-30 12:51:00,2004-10-30 13:03:00,C3.7,C,3.7,C1-4.9,GOES,6.0,12.0,18.0,2004-10-30,6,4,6,2,0,2,20.0,26.0,1.0,61.0,65.0,4.333333333333333,3.3333333333333335
Flare_20041030_613,2004-10-30 13:44:00,2004-10-30 13:50:00,2004-10-30 13:54:00,C1.5,C,1.5,C1-4.9,GOES,6.0,4.0,10.0,2004-10-30,0,0,0,0,0,0,,,,47.0,59.0,,
Flare_20041030_614,2004-10-30 13:59:00,2004-10-30 14:06:00,2004-10-30 14:10:00,C2.6,C,2.6,C1-4.9,GOES,7.0,4.0,11.0,2004-10-30,0,0,0,0,0,0,,,,12.0,16.0,,
Flare_20041030_615,2004-10-30 14:31:00,2004-10-30 14:35:00,2004-10-30 14:37:00,B9.8,B,9.8,B5-9.9,GOES,4.0,2.0,6.0,2004-10-30,0,0,0,0,0,0,,,,25.0,29.0,,
Flare_20041030_616,2004-10-30 14:41:00,2004-10-30 14:48:00,2004-10-30 14:53:00,C2.6,C,2.6,C1-4.9,GOES,7.0,5.0,12.0,2004-10-30,0,0,0,0,0,0,,,,11.0,13.0,,
Flare_20041030_617,2004-10-30 15:51:00,2004-10-30 15:54:00,2004-10-30 15:57:00,C1.4,C,1.4,C1-4.9,GOES,3.0,3.0,6.0,2004-10-30,3,2,3,1,0,1,2.0,5.0,3.0,61.0,66.0,1.6666666666666667,0.6666666666666666
Flare_20041030_618,2004-10-30 16:18:00,2004-10-30 16:33:00,2004-10-30 16:37:00,M5.9,M,5.9,M5-9.9,GOES,15.0,4.0,19.0,2004-10-30,0,0,0,0,0,0,,,,36.0,39.0,,
Flare_20041030_619,2004-10-30 21:51:00,2004-10-30 21:59:00,2004-10-30 22:04:00,C2.4,C,2.4,C1-4.9,GOES,8.0,5.0,13.0,2004-10-30,10,10,10,0,0,0,27.0,35.0,22.0,,,4.375,3.375
Flare_20041107_620,2004-11-07 01:38:00,2004-11-07 01:45:00,2004-11-07 01:51:00,C3.2,C,3.2,C1-4.9,GOES,7.0,6.0,13.0,2004-11-07,1,1,1,0,0,0,30.0,37.0,37.0,,,5.285714285714286,4.285714285714286
Flare_20041107_621,2004-11-07 02:37:00,2004-11-07 02:42:00,2004-11-07 02:50:00,C4.4,C,4.4,C1-4.9,GOES,5.0,8.0,13.0,2004-11-07,5,5,5,0,0,0,12.0,17.0,13.0,51.0,57.0,3.4,2.4
Flare_20041107_622,2004-11-07 04:11:00,2004-11-07 04:17:00,2004-11-07 04:34:00,C5.3,C,5.3,C5-9.9,GOES,6.0,17.0,23.0,2004-11-07,0,0,0,0,0,0,,,,87.0,95.0,,
Flare_20041107_623,2004-11-07 04:45:00,2004-11-07 04:50:00,2004-11-07 04:58:00,C5.1,C,5.1,C5-9.9,GOES,5.0,8.0,13.0,2004-11-07,0,0,0,0,0,0,,,,16.0,33.0,,
Flare_20041107_624,2004-11-07 06:22:00,2004-11-07 06:25:00,2004-11-07 06:33:00,C1.0,C,1.0,C1-4.9,GOES,3.0,8.0,11.0,2004-11-07,1,1,1,0,0,0,9.0,12.0,12.0,87.0,95.0,4.0,3.0
Flare_20041107_625,2004-11-07 07:52:00,2004-11-07 08:01:00,2004-11-07 08:12:00,C4.1,C,4.1,C1-4.9,GOES,9.0,11.0,20.0,2004-11-07,8,8,8,0,0,0,21.0,30.0,19.0,88.0,96.0,3.3333333333333335,2.3333333333333335
Flare_20041107_626,2004-11-07 09:35:00,2004-11-07 10:02:00,2004-11-07 10:10:00,C6.7,C,6.7,C5-9.9,GOES,27.0,8.0,35.0,2004-11-07,3,0,3,3,0,3,,14.0,7.0,110.0,121.0,0.5185185185185185,
Flare_20041107_627,2004-11-07 11:11:00,2004-11-07 11:15:00,2004-11-07 11:20:00,B8.4,B,8.4,B5-9.9,GOES,4.0,5.0,9.0,2004-11-07,0,0,0,0,0,0,,,,65.0,73.0,,
Flare_20041107_628,2004-11-07 11:54:00,2004-11-07 12:00:00,2004-11-07 12:06:00,B7.4,B,7.4,B5-9.9,GOES,6.0,6.0,12.0,2004-11-07,2,0,2,2,0,2,,2.0,1.0,40.0,45.0,0.3333333333333333,
Flare_20041107_629,2004-11-07 12:38:00,2004-11-07 12:47:00,2004-11-07 12:55:00,C1.2,C,1.2,C1-4.9,GOES,9.0,8.0,17.0,2004-11-07,5,0,5,5,0,5,,5.0,1.0,41.0,47.0,0.5555555555555556,
Flare_20041107_630,2004-11-07 13:58:00,2004-11-07 14:07:00,2004-11-07 14:20:00,C7.0,C,7.0,C5-9.9,GOES,9.0,13.0,22.0,2004-11-07,2,2,2,0,0,0,27.0,36.0,32.0,72.0,80.0,4.0,3.0
Flare_20041107_631,2004-11-07 15:09:00,2004-11-07 15:13:00,2004-11-07 15:17:00,C2.3,C,2.3,C1-4.9,GOES,4.0,4.0,8.0,2004-11-07,0,0,0,0,0,0,,,,53.0,66.0,,
Flare_20041107_632,2004-11-07 15:42:00,2004-11-07 16:06:00,2004-11-07 16:15:00,X2.0,X,2.0,X1-4.9,GOES,24.0,9.0,33.0,2004-11-07,0,0,0,0,0,0,,,,49.0,53.0,,
Flare_20041107_633,2004-11-07 21:54:00,2004-11-07 21:59:00,2004-11-07 22:04:00,C2.8,C,2.8,C1-4.9,GOES,5.0,5.0,10.0,2004-11-07,2,2,2,0,0,0,10.0,15.0,14.0,,,3.0,2.0
Flare_20041107_634,2004-11-07 23:23:00,2004-11-07 23:26:00,2004-11-07 23:28:00,C1.6,C,1.6,C1-4.9,GOES,3.0,2.0,5.0,2004-11-07,4,1,4,3,0,3,1.0,4.0,1.0,82.0,87.0,1.3333333333333333,0.3333333333333333
Flare_20041110_635,2004-11-10 01:59:00,2004-11-10 02:13:00,2004-11-10 02:20:00,X2.5,X,2.5,X1-4.9,GOES,14.0,7.0,21.0,2004-11-10,14,14,14,0,0,0,14.0,28.0,15.0,,,2.0,1.0
Flare_20041110_637,2004-11-10 08:08:00,2004-11-10 08:14:00,2004-11-10 08:20:00,C3.2,C,3.2,C1-4.9,GOES,6.0,6.0,12.0,2004-11-10,0,0,0,0,0,0,,,,,,,
Flare_20041110_638,2004-11-10 10:16:00,2004-11-10 10:21:00,2004-11-10 10:27:00,C1.5,C,1.5,C1-4.9,GOES,5.0,6.0,11.0,2004-11-10,3,3,3,0,0,0,20.0,25.0,23.0,121.0,127.0,5.0,4.0
Flare_20041110_639,2004-11-10 10:45:00,2004-11-10 10:49:00,2004-11-10 10:51:00,C1.9,C,1.9,C1-4.9,GOES,4.0,2.0,6.0,2004-11-10,2,2,2,0,0,0,7.0,11.0,10.0,22.0,28.0,2.75,1.75
Flare_20041110_641,2004-11-10 15:42:00,2004-11-10 15:50:00,2004-11-10 15:59:00,C2.6,C,2.6,C1-4.9,GOES,8.0,9.0,17.0,2004-11-10,16,9,16,7,0,7,12.0,20.0,1.0,,,2.5,1.5
Flare_20041110_642,2004-11-10 16:08:00,2004-11-10 16:12:00,2004-11-10 16:17:00,C2.6,C,2.6,C1-4.9,GOES,4.0,5.0,9.0,2004-11-10,0,0,0,0,0,0,,,,13.0,22.0,,
Flare_20041110_643,2004-11-10 16:51:00,2004-11-10 16:57:00,2004-11-10 17:02:00,C1.8,C,1.8,C1-4.9,GOES,6.0,5.0,11.0,2004-11-10,0,0,0,0,0,0,,,,40.0,45.0,,
Flare_20041110_644,2004-11-10 18:28:00,2004-11-10 18:31:00,2004-11-10 18:35:00,B9.3,B,9.3,B5-9.9,GOES,3.0,4.0,7.0,2004-11-10,2,2,2,0,0,0,24.0,27.0,26.0,89.0,94.0,9.0,8.0
Flare_20041110_645,2004-11-10 20:52:00,2004-11-10 20:59:00,2004-11-10 21:24:00,B9.6,B,9.6,B5-9.9,GOES,7.0,25.0,32.0,2004-11-10,1,1,1,0,0,0,21.0,28.0,28.0,144.0,148.0,4.0,3.0
Flare_20061213_682,2006-12-13 02:14:00,2006-12-13 02:40:00,2006-12-13 02:57:00,X3.4,X,3.4,X1-4.9,GOES,26.0,17.0,43.0,2006-12-13,0,0,0,0,0,0,,,,,,,
Flare_20061213_683,2006-12-13 11:22:00,2006-12-13 11:34:00,2006-12-13 11:40:00,B7.8,B,7.8,B5-9.9,GOES,12.0,6.0,18.0,2006-12-13,0,0,0,0,0,0,,,,,,,
Flare_20061213_684,2006-12-13 13:22:00,2006-12-13 13:31:00,2006-12-13 13:38:00,B7.4,B,7.4,B5-9.9,GOES,9.0,7.0,16.0,2006-12-13,0,0,0,0,0,0,,,,111.0,117.0,,
Flare_20061213_685,2006-12-13 14:14:00,2006-12-13 14:23:00,2006-12-13 14:33:00,C2.2,C,2.2,C1-4.9,GOES,9.0,10.0,19.0,2006-12-13,0,0,0,0,0,0,,,,45.0,52.0,,
Flare_20061213_686,2006-12-13 18:18:00,2006-12-13 18:25:00,2006-12-13 18:31:00,C1.7,C,1.7,C1-4.9,GOES,7.0,6.0,13.0,2006-12-13,0,0,0,0,0,0,,,,,,,
Flare_20061213_687,2006-12-13 19:29:00,2006-12-13 19:40:00,2006-12-13 19:45:00,B3.1,B,3.1,B1-4.9,GOES,11.0,5.0,16.0,2006-12-13,2,0,2,2,0,2,,6.0,5.0,69.0,75.0,0.5454545454545454,
Flare_20061214_688,2006-12-14 00:50:00,2006-12-14 00:58:00,2006-12-14 01:01:00,B6.8,B,6.8,B5-9.9,GOES,8.0,3.0,11.0,2006-12-14,0,0,0,0,0,0,,,,,,,
Flare_20061214_689,2006-12-14 05:41:00,2006-12-14 05:45:00,2006-12-14 05:48:00,B1.7,B,1.7,B1-4.9,GOES,4.0,3.0,7.0,2006-12-14,0,0,0,0,0,0,,,,,,,
Flare_20061214_690,2006-12-14 06:10:00,2006-12-14 06:15:00,2006-12-14 06:22:00,B2.8,B,2.8,B1-4.9,GOES,5.0,7.0,12.0,2006-12-14,0,0,0,0,0,0,,,,27.0,30.0,,
Flare_20061214_691,2006-12-14 08:31:00,2006-12-14 08:38:00,2006-12-14 08:42:00,B2.8,B,2.8,B1-4.9,GOES,7.0,4.0,11.0,2006-12-14,1,0,1,1,0,1,,1.0,1.0,136.0,143.0,0.14285714285714285,
Flare_20061214_692,2006-12-14 09:33:00,2006-12-14 09:37:00,2006-12-14 09:39:00,B2.4,B,2.4,B1-4.9,GOES,4.0,2.0,6.0,2006-12-14,0,0,0,0,0,0,,,,55.0,59.0,,
Flare_20061214_693,2006-12-14 11:07:00,2006-12-14 11:10:00,2006-12-14 11:13:00,B1.8,B,1.8,B1-4.9,GOES,3.0,3.0,6.0,2006-12-14,0,0,0,0,0,0,,,,91.0,93.0,,
Flare_20061214_695,2006-12-14 14:13:00,2006-12-14 14:16:00,2006-12-14 14:26:00,B3.2,B,3.2,B1-4.9,GOES,3.0,10.0,13.0,2006-12-14,0,0,0,0,0,0,,,,,,,
Flare_20061214_696,2006-12-14 14:29:00,2006-12-14 14:34:00,2006-12-14 14:36:00,B2.3,B,2.3,B1-4.9,GOES,5.0,2.0,7.0,2006-12-14,0,0,0,0,0,0,,,,8.0,18.0,,
Flare_20061214_697,2006-12-14 15:49:00,2006-12-14 15:53:00,2006-12-14 15:55:00,B2.6,B,2.6,B1-4.9,GOES,4.0,2.0,6.0,2006-12-14,0,0,0,0,0,0,,,,77.0,79.0,,
Flare_20061214_698,2006-12-14 16:36:00,2006-12-14 16:49:00,2006-12-14 16:59:00,C1.2,C,1.2,C1-4.9,GOES,13.0,10.0,23.0,2006-12-14,9,0,9,9,0,9,,9.0,1.0,54.0,56.0,0.6923076923076923,
Flare_20061214_699,2006-12-14 18:53:00,2006-12-14 18:58:00,2006-12-14 19:03:00,B7.1,B,7.1,B5-9.9,GOES,5.0,5.0,10.0,2006-12-14,0,0,0,0,0,0,,,,119.0,129.0,,
Flare_20061214_700,2006-12-14 19:31:00,2006-12-14 19:35:00,2006-12-14 19:39:00,B3.1,B,3.1,B1-4.9,GOES,4.0,4.0,8.0,2006-12-14,0,0,0,0,0,0,,,,32.0,37.0,,
Flare_20061214_701,2006-12-14 19:49:00,2006-12-14 19:59:00,2006-12-14 20:04:00,B7.0,B,7.0,B5-9.9,GOES,10.0,5.0,15.0,2006-12-14,8,3,8,5,0,5,6.0,16.0,2.0,20.0,24.0,1.6,0.6
Flare_20061214_702,2006-12-14 20:31:00,2006-12-14 20:35:00,2006-12-14 20:39:00,B2.9,B,2.9,B1-4.9,GOES,4.0,4.0,8.0,2006-12-14,0,0,0,0,0,0,,,,31.0,36.0,,
Flare_20061214_703,2006-12-14 21:07:00,2006-12-14 22:15:00,2006-12-14 22:26:00,X1.5,X,1.5,X1-4.9,GOES,68.0,11.0,79.0,2006-12-14,12,0,12,12,0,12,,62.0,10.0,96.0,100.0,0.9117647058823529,
Flare_20110215_704,2011-02-15 00:31:00,2011-02-15 00:38:00,2011-02-15 00:48:00,C2.7,C,2.7,C1-4.9,GOES,7.0,10.0,17.0,2011-02-15,3,0,3,3,0,3,,3.0,1.0,,,0.42857142857142855,
Flare_20110215_705,2011-02-15 01:44:00,2011-02-15 01:56:00,2011-02-15 02:06:00,X2.2,X,2.2,X1-4.9,GOES,12.0,10.0,22.0,2011-02-15,4,4,4,0,0,0,10.0,22.0,19.0,68.0,78.0,1.8333333333333333,0.8333333333333334
Flare_20110215_706,2011-02-15 04:27:00,2011-02-15 04:32:00,2011-02-15 04:37:00,C4.8,C,4.8,C1-4.9,GOES,5.0,5.0,10.0,2011-02-15,1,0,1,1,0,1,,1.0,1.0,146.0,156.0,0.2,
Flare_20110215_707,2011-02-15 10:02:00,2011-02-15 10:07:00,2011-02-15 10:16:00,C1.0,C,1.0,C1-4.9,GOES,5.0,9.0,14.0,2011-02-15,8,7,8,1,0,1,29.0,34.0,1.0,,,6.8,5.8
Flare_20110215_708,2011-02-15 14:32:00,2011-02-15 14:44:00,2011-02-15 14:51:00,C4.8,C,4.8,C1-4.9,GOES,12.0,7.0,19.0,2011-02-15,9,1,9,8,0,8,7.0,19.0,1.0,,,1.5833333333333333,0.5833333333333334
Flare_20110215_709,2011-02-15 18:07:00,2011-02-15 18:44:00,2011-02-15 18:57:00,C1.7,C,1.7,C1-4.9,GOES,37.0,13.0,50.0,2011-02-15,15,0,15,15,0,15,,32.0,1.0,,,0.8648648648648649,
Flare_20110215_710,2011-02-15 19:30:00,2011-02-15 20:33:00,2011-02-15 20:53:00,C6.6,C,6.6,C5-9.9,GOES,63.0,20.0,83.0,2011-02-15,19,0,19,19,0,19,,59.0,1.0,96.0,109.0,0.9365079365079365,
Flare_20110215_711,2011-02-15 22:49:00,2011-02-15 22:54:00,2011-02-15 22:56:00,C1.3,C,1.3,C1-4.9,GOES,5.0,2.0,7.0,2011-02-15,5,4,5,1,0,1,17.0,22.0,1.0,121.0,141.0,4.4,3.4
Flare_20110809_724,2011-08-09 03:19:00,2011-08-09 03:54:00,2011-08-09 04:08:00,M2.5,M,2.5,M1-4.9,GOES,35.0,14.0,49.0,2011-08-09,7,0,7,7,0,7,,34.0,17.0,,,0.9714285714285714,
Flare_20110809_725,2011-08-09 07:19:00,2011-08-09 07:23:00,2011-08-09 07:27:00,C1.4,C,1.4,C1-4.9,GOES,4.0,4.0,8.0,2011-08-09,4,1,4,3,0,3,30.0,34.0,1.0,,,8.5,7.5
Flare_20110809_726,2011-08-09 07:48:00,2011-08-09 08:05:00,2011-08-09 08:08:00,X6.9,X,6.9,X5-+,GOES,17.0,3.0,20.0,2011-08-09,11,0,11,11,0,11,,15.0,5.0,38.0,42.0,0.8823529411764706,
Flare_20110809_728,2011-08-09 15:43:00,2011-08-09 15:54:00,2011-08-09 16:04:00,C2.4,C,2.4,C1-4.9,GOES,11.0,10.0,21.0,2011-08-09,8,0,8,8,0,8,,8.0,1.0,,,0.7272727272727273,
Flare_20110809_729,2011-08-09 16:58:00,2011-08-09 17:02:00,2011-08-09 17:05:00,B8.6,B,8.6,B5-9.9,GOES,4.0,3.0,7.0,2011-08-09,1,0,1,1,0,1,,1.0,1.0,58.0,68.0,0.25,
Flare_20110809_730,2011-08-09 18:04:00,2011-08-09 18:11:00,2011-08-09 18:42:00,C2.0,C,2.0,C1-4.9,GOES,7.0,31.0,38.0,2011-08-09,4,0,4,4,0,4,,4.0,1.0,66.0,69.0,0.5714285714285714,
Flare_20110809_731,2011-08-09 23:33:00,2011-08-09 23:43:00,2011-08-09 23:49:00,C3.9,C,3.9,C1-4.9,GOES,10.0,6.0,16.0,2011-08-09,6,0,6,6,0,6,,6.0,1.0,,,0.6,
Flare_20110906_732,2011-09-06 01:35:00,2011-09-06 01:50:00,2011-09-06 02:05:00,M5.3,M,5.3,M5-9.9,GOES,15.0,15.0,30.0,2011-09-06,4,4,4,0,0,0,27.0,42.0,39.0,,,2.8,1.8
Flare_20110906_733,2011-09-06 22:12:00,2011-09-06 22:20:00,2011-09-06 22:24:00,X2.1,X,2.1,X1-4.9,GOES,8.0,4.0,12.0,2011-09-06,6,5,6,1,0,1,10.0,18.0,5.0,,,2.25,1.25
Flare_20110907_734,2011-09-07 14:45:00,2011-09-07 14:48:00,2011-09-07 14:51:00,B7.9,B,7.9,B5-9.9,GOES,3.0,3.0,6.0,2011-09-07,0,0,0,0,0,0,,,,,,,
Flare_20110907_735,2011-09-07 18:24:00,2011-09-07 18:28:00,2011-09-07 18:33:00,B9.1,B,9.1,B5-9.9,GOES,4.0,5.0,9.0,2011-09-07,0,0,0,0,0,0,,,,,,,
