Flare_ID,StartTime,PeakTime,EndTime,Class,ClassLetter,ClassNumber,ClassGroup,Observatory,StartPeak,PeakEnd,StartEnd,day,FAIalerts_W,FAIalerts_WStart,FAIalerts_WPeak,FAIalerts_StartPeak,FAIalerts_PeakEnd,FAIalerts_startEnd,AnticipationStart,AnticipationPeak,Peak_to_lastFAI,Time_since_prev_flare_end,Time_since_prev_flare_peak,RelAnticipation_Peak,RelAnticipation_Start
Flare_20240515_1632,2024-05-15 14:10:00,2024-05-15 14:17:00,2024-05-15 14:20:00,M3.2,M,3.2,M1-4.9,GOES,7.0,3.0,10.0,2024-05-15,0,0,0,0,0,0,,,,7.0,11.0,,
Flare_20240515_1633,2024-05-15 14:20:00,2024-05-15 14:38:00,2024-05-15 14:51:00,X2.9,X,2.9,X1-4.9,GOES,18.0,13.0,31.0,2024-05-15,0,0,0,0,0,0,,,,18.0,21.0,,
Flare_20240527_1635,2024-05-27 01:40:00,2024-05-27 01:50:00,2024-05-27 02:00:00,C4.4,C,4.4,C1-4.9,GOES,10.0,10.0,20.0,2024-05-27,10,9,10,1,0,1,30.0,40.0,1.0,,,4.0,3.0
Flare_20240527_1637,2024-05-27 04:16:00,2024-05-27 04:25:00,2024-05-27 04:33:00,C5.5,C,5.5,C5-9.9,GOES,9.0,8.0,17.0,2024-05-27,1,1,1,0,0,0,14.0,23.0,23.0,145.0,155.0,2.5555555555555554,1.5555555555555556
Flare_20240527_1638,2024-05-27 05:36:00,2024-05-27 05:43:00,2024-05-27 05:49:00,C2.8,C,2.8,C1-4.9,GOES,7.0,6.0,13.0,2024-05-27,0,0,0,0,0,0,,,,70.0,78.0,,
Flare_20240527_1639,2024-05-27 06:49:00,2024-05-27 07:08:00,2024-05-27 07:25:00,X2.8,X,2.8,X1-4.9,GOES,19.0,17.0,36.0,2024-05-27,9,2,9,7,0,7,2.0,21.0,13.0,79.0,85.0,1.105263157894737,0.10526315789473684
Flare_20240527_1640,2024-05-27 12:22:00,2024-05-27 12:27:00,2024-05-27 12:33:00,C6.7,C,6.7,C5-9.9,GOES,5.0,6.0,11.0,2024-05-27,0,0,0,0,0,0,,,,,,,
Flare_20240527_1641,2024-05-27 17:46:00,2024-05-27 17:51:00,2024-05-27 17:56:00,C4.7,C,4.7,C1-4.9,GOES,5.0,5.0,10.0,2024-05-27,4,0,4,4,0,4,,4.0,1.0,,,0.8,
Flare_20240527_1642,2024-05-27 19:09:00,2024-05-27 19:16:00,2024-05-27 19:27:00,C8.9,C,8.9,C5-9.9,GOES,7.0,11.0,18.0,2024-05-27,12,5,12,7,0,7,25.0,32.0,1.0,80.0,85.0,4.571428571428571,3.5714285714285716
Flare_20240529_1643,2024-05-29 00:12:00,2024-05-29 00:17:00,2024-05-29 00:25:00,C6.7,C,6.7,C5-9.9,GOES,5.0,8.0,13.0,2024-05-29,2,2,2,0,0,0,5.0,10.0,9.0,,,2.0,1.0
Flare_20240529_1644,2024-05-29 00:25:00,2024-05-29 00:36:00,2024-05-29 00:48:00,C6.5,C,6.5,C5-9.9,GOES,11.0,12.0,23.0,2024-05-29,1,0,1,1,0,1,,4.0,4.0,11.0,19.0,0.36363636363636365,
Flare_20240529_1645,2024-05-29 00:57:00,2024-05-29 01:06:00,2024-05-29 01:12:00,M1.3,M,1.3,M1-4.9,GOES,9.0,6.0,15.0,2024-05-29,6,0,6,6,0,6,,7.0,2.0,18.0,30.0,0.7777777777777778,
Flare_20240529_1646,2024-05-29 06:33:00,2024-05-29 06:45:00,2024-05-29 06:58:00,M1.4,M,1.4,M1-4.9,GOES,12.0,13.0,25.0,2024-05-29,15,13,15,2,0,2,23.0,35.0,1.0,,,2.9166666666666665,1.9166666666666667
Flare_20240529_1647,2024-05-29 09:24:00,2024-05-29 09:32:00,2024-05-29 09:39:00,C8.2,C,8.2,C5-9.9,GOES,8.0,7.0,15.0,2024-05-29,5,2,5,3,0,3,13.0,21.0,1.0,154.0,167.0,2.625,1.625
Flare_20240529_1648,2024-05-29 11:09:00,2024-05-29 11:21:00,2024-05-29 11:26:00,M1.8,M,1.8,M1-4.9,GOES,12.0,5.0,17.0,2024-05-29,5,2,5,3,0,3,21.0,33.0,1.0,102.0,109.0,2.75,1.75
Flare_20240529_1649,2024-05-29 12:45:00,2024-05-29 12:55:00,2024-05-29 13:06:00,M2.5,M,2.5,M1-4.9,GOES,10.0,11.0,21.0,2024-05-29,7,0,7,7,0,7,,9.0,3.0,89.0,94.0,0.9,
Flare_20240529_1651,2024-05-29 18:15:00,2024-05-29 18:28:00,2024-05-29 18:32:00,M2.7,M,2.7,M1-4.9,GOES,13.0,4.0,17.0,2024-05-29,2,0,2,2,0,2,,4.0,3.0,,,0.3076923076923077,
Flare_20240529_1652,2024-05-29 18:32:00,2024-05-29 18:41:00,2024-05-29 18:45:00,M5.7,M,5.7,M5-9.9,GOES,9.0,4.0,13.0,2024-05-29,0,0,0,0,0,0,,,,9.0,13.0,,
Flare_20240531_1653,2024-05-31 00:10:00,2024-05-31 00:21:00,2024-05-31 00:30:00,C2.8,C,2.8,C1-4.9,GOES,11.0,9.0,20.0,2024-05-31,8,0,8,8,0,8,,8.0,1.0,,,0.7272727272727273,
Flare_20240531_1654,2024-05-31 02:21:00,2024-05-31 02:34:00,2024-05-31 02:46:00,C7.5,C,7.5,C5-9.9,GOES,13.0,12.0,25.0,2024-05-31,9,1,9,8,0,8,28.0,41.0,1.0,124.0,133.0,3.1538461538461537,2.1538461538461537
Flare_20240531_1655,2024-05-31 03:27:00,2024-05-31 03:37:00,2024-05-31 03:45:00,C9.8,C,9.8,C5-9.9,GOES,10.0,8.0,18.0,2024-05-31,4,4,4,0,0,0,25.0,35.0,12.0,51.0,63.0,3.5,2.5
Flare_20240531_1656,2024-05-31 04:28:00,2024-05-31 04:38:00,2024-05-31 04:41:00,C2.6,C,2.6,C1-4.9,GOES,10.0,3.0,13.0,2024-05-31,5,0,5,5,0,5,,5.0,1.0,53.0,61.0,0.5,
Flare_20240531_1657,2024-05-31 04:41:00,2024-05-31 04:45:00,2024-05-31 04:49:00,C2.7,C,2.7,C1-4.9,GOES,4.0,4.0,8.0,2024-05-31,0,0,0,0,0,0,,,,4.0,7.0,,
Flare_20240531_1658,2024-05-31 06:12:00,2024-05-31 06:21:00,2024-05-31 06:34:00,C2.5,C,2.5,C1-4.9,GOES,9.0,13.0,22.0,2024-05-31,5,0,5,5,0,5,,5.0,1.0,92.0,96.0,0.5555555555555556,
Flare_20240531_1659,2024-05-31 06:34:00,2024-05-31 06:37:00,2024-05-31 06:39:00,C2.2,C,2.2,C1-4.9,GOES,3.0,2.0,5.0,2024-05-31,0,0,0,0,0,0,,,,3.0,16.0,,
Flare_20240531_1660,2024-05-31 06:39:00,2024-05-31 06:48:00,2024-05-31 06:52:00,C2.6,C,2.6,C1-4.9,GOES,9.0,4.0,13.0,2024-05-31,4,0,4,4,0,4,,8.0,1.0,9.0,11.0,0.8888888888888888,
Flare_20240531_1662,2024-05-31 11:06:00,2024-05-31 11:20:00,2024-05-31 11:30:00,M1.0,M,1.0,M1-4.9,GOES,14.0,10.0,24.0,2024-05-31,8,1,8,7,0,7,24.0,38.0,1.0,,,2.7142857142857144,1.7142857142857142
Flare_20240531_1663,2024-05-31 12:35:00,2024-05-31 12:40:00,2024-05-31 12:48:00,C5.4,C,5.4,C5-9.9,GOES,5.0,8.0,13.0,2024-05-31,2,2,2,0,0,0,25.0,30.0,29.0,70.0,80.0,6.0,5.0
Flare_20240531_1664,2024-05-31 16:06:00,2024-05-31 16:11:00,2024-05-31 16:15:00,C8.0,C,8.0,C5-9.9,GOES,5.0,4.0,9.0,2024-05-31,6,5,6,1,0,1,19.0,24.0,1.0,,,4.8,3.8
Flare_20240531_1665,2024-05-31 16:36:00,2024-05-31 16:41:00,2024-05-31 16:46:00,C3.6,C,3.6,C1-4.9,GOES,5.0,5.0,10.0,2024-05-31,1,0,1,1,0,1,,1.0,1.0,26.0,30.0,0.2,
Flare_20240531_1666,2024-05-31 17:14:00,2024-05-31 17:25:00,2024-05-31 17:36:00,C5.6,C,5.6,C5-9.9,GOES,11.0,11.0,22.0,2024-05-31,9,3,9,6,0,6,5.0,16.0,1.0,39.0,44.0,1.4545454545454546,0.45454545454545453
Flare_20240531_1667,2024-05-31 18:02:00,2024-05-31 18:08:00,2024-05-31 18:25:00,C3.4,C,3.4,C1-4.9,GOES,6.0,17.0,23.0,2024-05-31,1,0,1,1,0,1,,1.0,1.0,32.0,43.0,0.16666666666666666,
Flare_20240531_1668,2024-05-31 20:13:00,2024-05-31 20:26:00,2024-05-31 20:45:00,C3.5,C,3.5,C1-4.9,GOES,13.0,19.0,32.0,2024-05-31,8,1,8,7,0,7,21.0,34.0,1.0,121.0,138.0,2.6153846153846154,1.6153846153846154
Flare_20240531_1669,2024-05-31 21:52:00,2024-05-31 22:03:00,2024-05-31 22:09:00,X1.1,X,1.1,X1-4.9,GOES,11.0,6.0,17.0,2024-05-31,10,7,10,3,0,3,30.0,41.0,4.0,78.0,97.0,3.727272727272727,2.727272727272727
Flare_20240601_1670,2024-06-01 00:54:00,2024-06-01 00:58:00,2024-06-01 01:05:00,C2.9,C,2.9,C1-4.9,GOES,4.0,7.0,11.0,2024-06-01,0,0,0,0,0,0,,,,169.0,175.0,,
Flare_20240601_1671,2024-06-01 02:22:00,2024-06-01 02:29:00,2024-06-01 02:32:00,C3.1,C,3.1,C1-4.9,GOES,7.0,3.0,10.0,2024-06-01,7,4,7,3,0,3,5.0,12.0,1.0,84.0,91.0,1.7142857142857142,0.7142857142857143
Flare_20240601_1672,2024-06-01 02:32:00,2024-06-01 02:39:00,2024-06-01 02:44:00,C2.9,C,2.9,C1-4.9,GOES,7.0,5.0,12.0,2024-06-01,0,0,0,0,0,0,,,,7.0,10.0,,
Flare_20240601_1673,2024-06-01 02:54:00,2024-06-01 02:58:00,2024-06-01 03:03:00,C3.4,C,3.4,C1-4.9,GOES,4.0,5.0,9.0,2024-06-01,0,0,0,0,0,0,,,,14.0,19.0,,
Flare_20240601_1674,2024-06-01 04:49:00,2024-06-01 04:57:00,2024-06-01 05:06:00,C3.8,C,3.8,C1-4.9,GOES,8.0,9.0,17.0,2024-06-01,2,2,2,0,0,0,25.0,33.0,32.0,114.0,119.0,4.125,3.125
Flare_20240601_1675,2024-06-01 06:52:00,2024-06-01 07:01:00,2024-06-01 07:08:00,C7.5,C,7.5,C5-9.9,GOES,9.0,7.0,16.0,2024-06-01,3,3,3,0,0,0,26.0,35.0,33.0,115.0,124.0,3.888888888888889,2.888888888888889
Flare_20240601_1676,2024-06-01 08:26:00,2024-06-01 08:48:00,2024-06-01 08:58:00,X1.4,X,1.4,X1-4.9,GOES,22.0,10.0,32.0,2024-06-01,14,9,14,5,0,5,30.0,52.0,10.0,100.0,107.0,2.3636363636363638,1.3636363636363635
Flare_20240601_1677,2024-06-01 12:52:00,2024-06-01 12:58:00,2024-06-01 13:04:00,C4.3,C,4.3,C1-4.9,GOES,6.0,6.0,12.0,2024-06-01,0,0,0,0,0,0,,,,,,,
Flare_20240601_1679,2024-06-01 15:16:00,2024-06-01 15:21:00,2024-06-01 15:25:00,C4.0,C,4.0,C1-4.9,GOES,5.0,4.0,9.0,2024-06-01,0,0,0,0,0,0,,,,137.0,143.0,,
Flare_20240601_1680,2024-06-01 15:36:00,2024-06-01 15:43:00,2024-06-01 15:51:00,C2.8,C,2.8,C1-4.9,GOES,7.0,8.0,15.0,2024-06-01,3,0,3,3,0,3,,3.0,1.0,18.0,22.0,0.42857142857142855,
Flare_20240601_1681,2024-06-01 16:28:00,2024-06-01 16:35:00,2024-06-01 16:39:00,C2.6,C,2.6,C1-4.9,GOES,7.0,4.0,11.0,2024-06-01,1,0,1,1,0,1,,1.0,1.0,44.0,52.0,0.14285714285714285,
Flare_20240601_1682,2024-06-01 17:21:00,2024-06-01 17:27:00,2024-06-01 17:38:00,C2.6,C,2.6,C1-4.9,GOES,6.0,11.0,17.0,2024-06-01,1,0,1,1,0,1,,1.0,1.0,48.0,52.0,0.16666666666666666,
Flare_20240601_1683,2024-06-01 18:24:00,2024-06-01 18:36:00,2024-06-01 18:49:00,X1.0,X,1.0,X1-4.9,GOES,12.0,13.0,25.0,2024-06-01,7,7,7,0,0,0,26.0,38.0,17.0,58.0,69.0,3.1666666666666665,2.1666666666666665
Flare_20240610_1684,2024-06-10 03:44:00,2024-06-10 03:53:00,2024-06-10 04:03:00,C4.4,C,4.4,C1-4.9,GOES,9.0,10.0,19.0,2024-06-10,7,1,7,6,0,6,27.0,36.0,1.0,,,4.0,3.0
Flare_20240610_1686,2024-06-10 05:58:00,2024-06-10 06:09:00,2024-06-10 06:16:00,M3.3,M,3.3,M1-4.9,GOES,11.0,7.0,18.0,2024-06-10,0,0,0,0,0,0,,,,126.0,136.0,,
Flare_20240610_1687,2024-06-10 08:49:00,2024-06-10 08:57:00,2024-06-10 09:05:00,C2.8,C,2.8,C1-4.9,GOES,8.0,8.0,16.0,2024-06-10,6,3,6,3,0,3,18.0,26.0,1.0,161.0,168.0,3.25,2.25
Flare_20240610_1688,2024-06-10 09:38:00,2024-06-10 10:06:00,2024-06-10 10:18:00,M2.2,M,2.2,M1-4.9,GOES,28.0,12.0,40.0,2024-06-10,0,0,0,0,0,0,,,,61.0,69.0,,
Flare_20240610_1690,2024-06-10 13:20:00,2024-06-10 13:29:00,2024-06-10 13:35:00,M1.3,M,1.3,M1-4.9,GOES,9.0,6.0,15.0,2024-06-10,0,0,0,0,0,0,,,,,,,
Flare_20240714_1692,2024-07-14 01:05:00,2024-07-14 01:16:00,2024-07-14 01:31:00,M1.7,M,1.7,M1-4.9,GOES,11.0,15.0,26.0,2024-07-14,0,0,0,0,0,0,,,,,,,
Flare_20240714_1693,2024-07-14 01:53:00,2024-07-14 02:03:00,2024-07-14 02:15:00,C7.8,C,7.8,C5-9.9,GOES,10.0,12.0,22.0,2024-07-14,0,0,0,0,0,0,,,,32.0,47.0,,
Flare_20240714_1694,2024-07-14 02:23:00,2024-07-14 02:34:00,2024-07-14 02:48:00,X1.2,X,1.2,X1-4.9,GOES,11.0,14.0,25.0,2024-07-14,0,0,0,0,0,0,,,,19.0,31.0,,
Flare_20240714_1695,2024-07-14 04:05:00,2024-07-14 04:13:00,2024-07-14 04:18:00,M3.0,M,3.0,M1-4.9,GOES,8.0,5.0,13.0,2024-07-14,0,0,0,0,0,0,,,,85.0,99.0,,
Flare_20240714_1697,2024-07-14 10:16:00,2024-07-14 10:20:00,2024-07-14 10:24:00,M1.0,M,1.0,M1-4.9,GOES,4.0,4.0,8.0,2024-07-14,3,3,3,0,0,0,5.0,9.0,7.0,,,2.25,1.25
Flare_20240714_1698,2024-07-14 12:01:00,2024-07-14 12:07:00,2024-07-14 12:13:00,C7.0,C,7.0,C5-9.9,GOES,6.0,6.0,12.0,2024-07-14,5,3,5,2,0,2,22.0,28.0,1.0,103.0,107.0,4.666666666666667,3.6666666666666665
Flare_20240714_1699,2024-07-14 12:40:00,2024-07-14 12:44:00,2024-07-14 12:53:00,C5.6,C,5.6,C5-9.9,GOES,4.0,9.0,13.0,2024-07-14,0,0,0,0,0,0,,,,31.0,37.0,,
Flare_20240714_1700,2024-07-14 13:21:00,2024-07-14 13:30:00,2024-07-14 13:40:00,C5.1,C,5.1,C5-9.9,GOES,9.0,10.0,19.0,2024-07-14,11,7,11,4,0,4,14.0,23.0,1.0,37.0,46.0,2.5555555555555554,1.5555555555555556
Flare_20240714_1701,2024-07-14 14:37:00,2024-07-14 14:39:00,2024-07-14 14:44:00,C4.4,C,4.4,C1-4.9,GOES,2.0,5.0,7.0,2024-07-14,2,2,2,0,0,0,17.0,19.0,8.0,59.0,69.0,9.5,8.5
Flare_20240714_1702,2024-07-14 16:09:00,2024-07-14 16:15:00,2024-07-14 16:19:00,C5.0,C,5.0,C5-9.9,GOES,6.0,4.0,10.0,2024-07-14,3,1,3,2,0,2,5.0,11.0,1.0,91.0,96.0,1.8333333333333333,0.8333333333333334
Flare_20240714_1704,2024-07-14 19:37:00,2024-07-14 19:44:00,2024-07-14 19:48:00,C6.8,C,6.8,C5-9.9,GOES,7.0,4.0,11.0,2024-07-14,6,3,6,3,0,3,5.0,12.0,1.0,,,1.7142857142857142,0.7142857142857143
Flare_20240714_1705,2024-07-14 20:10:00,2024-07-14 20:20:00,2024-07-14 20:31:00,C8.1,C,8.1,C5-9.9,GOES,10.0,11.0,21.0,2024-07-14,4,0,4,4,0,4,,4.0,1.0,32.0,36.0,0.4,
Flare_20240714_1706,2024-07-14 20:50:00,2024-07-14 20:57:00,2024-07-14 21:03:00,M1.0,M,1.0,M1-4.9,GOES,7.0,6.0,13.0,2024-07-14,0,0,0,0,0,0,,,,26.0,37.0,,
Flare_20240714_1707,2024-07-14 21:20:00,2024-07-14 21:26:00,2024-07-14 21:35:00,C7.1,C,7.1,C5-9.9,GOES,6.0,9.0,15.0,2024-07-14,2,0,2,2,0,2,,2.0,1.0,23.0,29.0,0.3333333333333333,
Flare_20240714_1708,2024-07-14 21:54:00,2024-07-14 21:58:00,2024-07-14 22:02:00,C8.2,C,8.2,C5-9.9,GOES,4.0,4.0,8.0,2024-07-14,0,0,0,0,0,0,,,,23.0,32.0,,
Flare_20240716_1709,2024-07-16 02:49:00,2024-07-16 03:01:00,2024-07-16 03:22:00,M1.4,M,1.4,M1-4.9,GOES,12.0,21.0,33.0,2024-07-16,10,2,10,8,0,8,2.0,14.0,1.0,,,1.1666666666666667,0.16666666666666666
Flare_20240716_1710,2024-07-16 07:24:00,2024-07-16 07:37:00,2024-07-16 07:50:00,M3.6,M,3.6,M1-4.9,GOES,13.0,13.0,26.0,2024-07-16,8,6,8,2,0,2,23.0,36.0,6.0,,,2.769230769230769,1.7692307692307692
Flare_20240716_1711,2024-07-16 08:42:00,2024-07-16 08:50:00,2024-07-16 09:01:00,C7.3,C,7.3,C5-9.9,GOES,8.0,11.0,19.0,2024-07-16,3,0,3,3,0,3,,3.0,1.0,60.0,73.0,0.375,
Flare_20240716_1712,2024-07-16 10:44:00,2024-07-16 10:50:00,2024-07-16 10:54:00,C4.0,C,4.0,C1-4.9,GOES,6.0,4.0,10.0,2024-07-16,1,0,1,1,0,1,,1.0,1.0,109.0,120.0,0.16666666666666666,
Flare_20240716_1713,2024-07-16 12:57:00,2024-07-16 13:06:00,2024-07-16 13:11:00,C5.0,C,5.0,C5-9.9,GOES,9.0,5.0,14.0,2024-07-16,12,3,12,9,0,9,3.0,12.0,1.0,132.0,136.0,1.3333333333333333,0.3333333333333333
Flare_20240716_1714,2024-07-16 13:11:00,2024-07-16 13:26:00,2024-07-16 13:36:00,X1.9,X,1.9,X1-4.9,GOES,15.0,10.0,25.0,2024-07-16,0,0,0,0,0,0,,,,15.0,20.0,,
Flare_20240716_1715,2024-07-16 21:06:00,2024-07-16 21:24:00,2024-07-16 21:36:00,M1.6,M,1.6,M1-4.9,GOES,18.0,12.0,30.0,2024-07-16,16,2,16,14,0,14,23.0,41.0,2.0,,,2.2777777777777777,1.2777777777777777
Flare_20240716_1716,2024-07-16 21:46:00,2024-07-16 22:06:00,2024-07-16 22:17:00,M1.9,M,1.9,M1-4.9,GOES,20.0,11.0,31.0,2024-07-16,15,0,15,15,0,15,,15.0,1.0,30.0,42.0,0.75,
Flare_20240729_1720,2024-07-29 02:15:00,2024-07-29 02:19:00,2024-07-29 02:24:00,C6.8,C,6.8,C5-9.9,GOES,4.0,5.0,9.0,2024-07-29,0,0,0,0,0,0,,,,,,,
Flare_20240729_1721,2024-07-29 02:33:00,2024-07-29 02:37:00,2024-07-29 02:43:00,X1.5,X,1.5,X1-4.9,GOES,4.0,6.0,10.0,2024-07-29,0,0,0,0,0,0,,,,13.0,18.0,,
Flare_20240729_1722,2024-07-29 03:40:00,2024-07-29 03:44:00,2024-07-29 03:50:00,C9.4,C,9.4,C5-9.9,GOES,4.0,6.0,10.0,2024-07-29,0,0,0,0,0,0,,,,61.0,67.0,,
Flare_20240729_1723,2024-07-29 05:10:00,2024-07-29 05:20:00,2024-07-29 05:28:00,M1.0,M,1.0,M1-4.9,GOES,10.0,8.0,18.0,2024-07-29,13,6,13,7,0,7,22.0,32.0,1.0,90.0,96.0,3.2,2.2
Flare_20240729_1724,2024-07-29 06:20:00,2024-07-29 06:24:00,2024-07-29 06:31:00,C4.3,C,4.3,C1-4.9,GOES,4.0,7.0,11.0,2024-07-29,0,0,0,0,0,0,,,,56.0,64.0,,
Flare_20240729_1725,2024-07-29 07:49:00,2024-07-29 07:56:00,2024-07-29 08:07:00,C3.7,C,3.7,C1-4.9,GOES,7.0,11.0,18.0,2024-07-29,8,6,8,2,0,2,13.0,20.0,1.0,85.0,92.0,2.857142857142857,1.8571428571428572
Flare_20240729_1726,2024-07-29 12:06:00,2024-07-29 12:12:00,2024-07-29 12:16:00,C7.3,C,7.3,C5-9.9,GOES,6.0,4.0,10.0,2024-07-29,15,12,15,3,0,3,30.0,36.0,1.0,,,6.0,5.0
Flare_20240729_1727,2024-07-29 12:16:00,2024-07-29 12:22:00,2024-07-29 12:29:00,M1.6,M,1.6,M1-4.9,GOES,6.0,7.0,13.0,2024-07-29,0,0,0,0,0,0,,,,6.0,10.0,,
Flare_20240729_1728,2024-07-29 12:47:00,2024-07-29 12:55:00,2024-07-29 13:04:00,M8.7,M,8.7,M5-9.9,GOES,8.0,9.0,17.0,2024-07-29,1,0,1,1,0,1,,4.0,4.0,26.0,33.0,0.5,
Flare_20240729_1729,2024-07-29 13:43:00,2024-07-29 13:47:00,2024-07-29 13:51:00,C6.1,C,6.1,C5-9.9,GOES,4.0,4.0,8.0,2024-07-29,0,0,0,0,0,0,,,,43.0,52.0,,
Flare_20240729_1731,2024-07-29 17:05:00,2024-07-29 17:14:00,2024-07-29 17:20:00,C6.5,C,6.5,C5-9.9,GOES,9.0,6.0,15.0,2024-07-29,5,0,5,5,0,5,,5.0,1.0,,,0.5555555555555556,
Flare_20240729_1733,2024-07-29 19:12:00,2024-07-29 19:22:00,2024-07-29 19:26:00,C9.4,C,9.4,C5-9.9,GOES,10.0,4.0,14.0,2024-07-29,10,5,10,5,0,5,5.0,15.0,1.0,122.0,128.0,1.5,0.5
Flare_20240729_1734,2024-07-29 19:28:00,2024-07-29 19:34:00,2024-07-29 19:40:00,C7.0,C,7.0,C5-9.9,GOES,6.0,6.0,12.0,2024-07-29,1,0,1,1,0,1,,1.0,1.0,8.0,12.0,0.16666666666666666,
Flare_20240729_1735,2024-07-29 19:40:00,2024-07-29 19:57:00,2024-07-29 20:10:00,M6.4,M,6.4,M5-9.9,GOES,17.0,13.0,30.0,2024-07-29,0,0,0,0,0,0,,,,17.0,23.0,,
Flare_20240729_1736,2024-07-29 20:55:00,2024-07-29 21:00:00,2024-07-29 21:06:00,M1.1,M,1.1,M1-4.9,GOES,5.0,6.0,11.0,2024-07-29,0,0,0,0,0,0,,,,50.0,63.0,,
Flare_20240729_1737,2024-07-29 22:09:00,2024-07-29 22:22:00,2024-07-29 22:30:00,C9.9,C,9.9,C5-9.9,GOES,13.0,8.0,21.0,2024-07-29,8,2,8,6,0,6,29.0,42.0,4.0,76.0,82.0,3.230769230769231,2.230769230769231
Flare_20240805_1738,2024-08-05 01:00:00,2024-08-05 01:03:00,2024-08-05 01:07:00,C7.0,C,7.0,C5-9.9,GOES,3.0,4.0,7.0,2024-08-05,6,6,6,0,0,0,21.0,24.0,6.0,,,8.0,7.0
Flare_20240805_1739,2024-08-05 01:19:00,2024-08-05 01:24:00,2024-08-05 01:28:00,C5.4,C,5.4,C5-9.9,GOES,5.0,4.0,9.0,2024-08-05,1,0,1,1,0,1,,1.0,1.0,17.0,21.0,0.2,
Flare_20240805_1740,2024-08-05 02:22:00,2024-08-05 02:31:00,2024-08-05 02:35:00,M1.1,M,1.1,M1-4.9,GOES,9.0,4.0,13.0,2024-08-05,8,3,8,5,0,5,12.0,21.0,2.0,63.0,67.0,2.3333333333333335,1.3333333333333333
Flare_20240805_1741,2024-08-05 05:13:00,2024-08-05 05:23:00,2024-08-05 05:27:00,M6.1,M,6.1,M5-9.9,GOES,10.0,4.0,14.0,2024-08-05,7,6,7,1,0,1,30.0,40.0,3.0,168.0,172.0,4.0,3.0
Flare_20240805_1742,2024-08-05 09:49:00,2024-08-05 10:01:00,2024-08-05 10:09:00,M1.7,M,1.7,M1-4.9,GOES,12.0,8.0,20.0,2024-08-05,6,3,6,3,0,3,27.0,39.0,4.0,,,3.25,2.25
Flare_20240805_1744,2024-08-05 15:18:00,2024-08-05 15:27:00,2024-08-05 15:32:00,X1.1,X,1.1,X1-4.9,GOES,9.0,5.0,14.0,2024-08-05,2,0,2,2,0,2,,3.0,2.0,,,0.3333333333333333,
Flare_20240805_1745,2024-08-05 17:56:00,2024-08-05 18:02:00,2024-08-05 18:09:00,M1.0,M,1.0,M1-4.9,GOES,6.0,7.0,13.0,2024-08-05,2,2,2,0,0,0,5.0,11.0,10.0,150.0,155.0,1.8333333333333333,0.8333333333333334
Flare_20240805_1746,2024-08-05 18:20:00,2024-08-05 18:37:00,2024-08-05 18:42:00,M1.2,M,1.2,M1-4.9,GOES,17.0,5.0,22.0,2024-08-05,6,0,6,6,0,6,,11.0,6.0,28.0,35.0,0.6470588235294118,
Flare_20240808_1747,2024-08-08 00:12:00,2024-08-08 00:34:00,2024-08-08 00:49:00,C7.9,C,7.9,C5-9.9,GOES,22.0,15.0,37.0,2024-08-08,11,0,11,11,0,11,,17.0,1.0,,,0.7727272727272727,
Flare_20240808_1748,2024-08-08 00:49:00,2024-08-08 01:06:00,2024-08-08 01:15:00,M2.1,M,2.1,M1-4.9,GOES,17.0,9.0,26.0,2024-08-08,8,0,8,8,0,8,,11.0,4.0,17.0,32.0,0.6470588235294118,
Flare_20240808_1749,2024-08-08 02:38:00,2024-08-08 02:45:00,2024-08-08 02:53:00,C8.0,C,8.0,C5-9.9,GOES,7.0,8.0,15.0,2024-08-08,3,0,3,3,0,3,,3.0,1.0,90.0,99.0,0.42857142857142855,
Flare_20240808_1751,2024-08-08 06:30:00,2024-08-08 06:35:00,2024-08-08 06:40:00,C9.1,C,9.1,C5-9.9,GOES,5.0,5.0,10.0,2024-08-08,1,0,1,1,0,1,,1.0,1.0,,,0.2,
Flare_20240808_1752,2024-08-08 07:09:00,2024-08-08 07:19:00,2024-08-08 07:30:00,C7.4,C,7.4,C5-9.9,GOES,10.0,11.0,21.0,2024-08-08,5,0,5,5,0,5,,5.0,1.0,39.0,44.0,0.5,
Flare_20240808_1753,2024-08-08 08:21:00,2024-08-08 08:31:00,2024-08-08 08:37:00,C7.7,C,7.7,C5-9.9,GOES,10.0,6.0,16.0,2024-08-08,12,3,12,9,0,9,11.0,21.0,1.0,61.0,72.0,2.1,1.1
Flare_20240808_1754,2024-08-08 11:24:00,2024-08-08 11:42:00,2024-08-08 11:52:00,M1.6,M,1.6,M1-4.9,GOES,18.0,10.0,28.0,2024-08-08,25,7,25,18,0,18,22.0,40.0,1.0,,,2.2222222222222223,1.2222222222222223
Flare_20240808_1755,2024-08-08 12:56:00,2024-08-08 13:00:00,2024-08-08 13:04:00,M1.0,M,1.0,M1-4.9,GOES,4.0,4.0,8.0,2024-08-08,0,0,0,0,0,0,,,,68.0,78.0,,
Flare_20240808_1756,2024-08-08 13:36:00,2024-08-08 13:43:00,2024-08-08 13:52:00,M1.5,M,1.5,M1-4.9,GOES,7.0,9.0,16.0,2024-08-08,3,3,3,0,0,0,21.0,28.0,26.0,39.0,43.0,4.0,3.0
